time_ms,cpu_usage,active_workers,completed
23366,90,4,724
23376,90,4,724
23387,90,4,724
23397,90,4,724
23407,90,4,724
23417,90,4,724
23427,90,4,724
23438,90,4,724
23448,90,4,724
23458,90,4,724
23468,90,4,724
23479,90,4,724
23489,90,4,724
23499,90,4,724
23509,90,4,724
23519,80,3,725
23530,80,3,725
23540,70,2,727
23550,90,4,728
23560,90,4,728
23570,90,4,728
23580,90,4,728
23591,90,4,728
23601,90,4,728
23611,90,4,728
23621,90,4,728
23631,90,4,728
23642,90,4,728
23652,90,4,728
23662,90,4,728
23672,90,4,728
23682,90,4,728
23693,90,4,728
23703,90,4,728
23713,90,4,728
23723,90,4,728
23733,90,4,728
23744,70,2,732
23754,70,2,732
23764,70,2,732
23774,70,2,732
23784,70,2,732
23795,70,2,732
23805,70,2,732
23815,70,2,732
23825,70,2,732
23836,70,2,732
23846,70,2,732
23856,70,2,732
23866,70,2,732
23876,70,2,732
23886,70,2,732
23897,70,2,732
23907,70,2,732
23917,70,2,732
23927,70,2,732
23937,70,2,732
23948,95,7,734
23958,95,7,734
23968,95,7,734
23979,95,7,734
23989,95,7,734
23999,95,7,734
24009,95,7,734
24020,95,7,734
24030,95,7,734
24040,95,7,734
24050,95,7,734
24061,95,7,734
24071,95,7,734
24081,95,7,734
24091,95,7,734
24101,95,7,734
24112,95,7,734
24122,95,7,734
24132,95,7,734
24142,60,6,737
24153,85,6,741
24163,85,6,741
24173,85,6,741
24183,85,6,741
24194,85,6,741
24204,85,6,741
24214,85,6,741
24224,85,6,741
24235,85,6,741
24245,85,6,741
24255,85,6,741
24265,85,6,741
24276,85,6,741
24286,85,6,741
24296,85,6,741
24306,85,6,741
24316,85,6,741
24327,85,6,741
24337,85,6,741
24347,70,2,747
24357,80,3,747
24368,80,3,747
24378,80,3,747
24388,80,3,747
24398,80,3,747
24409,80,3,747
24419,80,3,747
24429,80,3,747
24439,80,3,747
24450,80,3,747
24460,80,3,747
24470,80,3,747
24480,80,3,747
24491,80,3,747
24501,80,3,747
24511,80,3,747
24521,80,3,747
24532,80,3,747
24542,45,2,748
24552,95,7,750
24563,95,7,750
24573,95,7,750
24584,95,7,750
24595,95,7,750
24606,95,7,750
24616,95,7,750
24627,95,7,750
24637,95,7,750
24647,95,7,750
24657,95,7,750
24668,95,7,750
24678,95,7,750
24688,95,7,750
24698,95,7,750
24709,95,7,750
24719,95,7,750
24729,95,7,750
24740,95,7,750
24750,75,5,756
24760,100,5,757
24771,100,5,757
24781,100,5,757
24791,100,5,757
24801,100,5,757
24812,100,5,757
24822,100,5,757
24832,100,5,757
24843,100,5,757
24853,100,5,757
24863,100,5,757
24874,100,5,757
24884,100,5,757
24894,100,5,757
24904,100,5,757
24915,100,5,757
24925,100,5,757
24935,100,5,757
24946,90,4,760
24956,100,5,762
24967,100,5,762
24977,100,5,762
24987,100,5,762
24997,100,5,762
25008,100,5,762
25018,100,5,762
25028,100,5,762
25038,100,5,762
25049,100,5,762
25059,100,5,762
25069,100,5,762
25079,100,5,762
25089,100,5,762
25100,100,5,762
25110,100,5,762
25120,100,5,762
25130,100,5,762
25140,100,5,762
25151,100,5,766
25161,95,7,767
25171,95,7,767
25181,95,7,767
25191,95,7,767
25202,95,7,767
25212,95,7,767
25222,95,7,767
25232,95,7,767
25243,95,7,767
25253,95,7,767
25263,95,7,767
25273,95,7,767
25284,95,7,767
25294,95,7,767
25304,95,7,767
25314,95,7,767
25325,95,7,767
25335,95,7,767
25345,95,7,768
25355,95,7,774
25366,95,7,774
25376,95,7,774
25386,95,7,774
25396,95,7,774
25407,95,7,774
25417,95,7,774
25427,95,7,774
25438,95,7,774
25448,95,7,774
25458,95,7,774
25468,95,7,774
25479,95,7,774
25489,95,7,774
25499,95,7,774
25509,95,7,774
25520,95,7,774
25530,95,7,774
25540,95,7,774
25551,95,7,778
25561,95,7,781
25571,95,7,781
25582,95,7,781
25592,95,7,781
25602,95,7,781
25612,95,7,781
25622,95,7,781
25632,95,7,781
25643,95,7,781
25653,95,7,781
25663,95,7,781
25673,95,7,781
25684,95,7,781
25694,95,7,781
25704,95,7,781
25714,95,7,781
25725,95,7,781
25735,95,7,781
25745,95,7,781
25755,85,6,788
25766,95,7,788
25776,95,7,788
25786,95,7,788
25796,95,7,788
25807,95,7,788
25817,95,7,788
25827,95,7,788
25838,95,7,788
25848,95,7,788
25859,95,7,788
25869,95,7,788
25879,95,7,788
25890,95,7,788
25900,95,7,788
25910,95,7,788
25920,95,7,788
25931,95,7,788
25941,95,7,788
25951,95,7,790
25961,95,7,795
25971,95,7,795
25982,95,7,795
25992,95,7,795
26002,95,7,795
26013,95,7,795
26023,95,7,795
26034,95,7,795
26044,95,7,795
26055,95,7,795
26065,95,7,795
26075,95,7,795
26086,95,7,795
26096,95,7,795
26106,95,7,795
26116,95,7,795
26127,95,7,795
26137,95,7,795
26147,85,6,796
26157,65,4,801
26167,95,7,802
26177,95,7,802
26188,95,7,802
26198,95,7,802
26208,95,7,802
26218,95,7,802
26228,95,7,802
26238,95,7,802
26249,95,7,802
26259,95,7,802
26269,95,7,802
26279,95,7,802
26290,95,7,802
26300,95,7,802
26310,95,7,802
26321,95,7,802
26331,95,7,802
26341,95,7,802
26351,95,7,802
26362,85,6,809
26372,85,6,809
26382,85,6,809
26392,85,6,809
26402,85,6,809
26413,85,6,809
26423,85,6,809
26433,85,6,809
26443,85,6,809
26454,85,6,809
26464,85,6,809
26474,85,6,809
26484,85,6,809
26495,85,6,809
26505,85,6,809
26515,85,6,809
26525,85,6,809
26536,85,6,809
26546,85,6,809
26556,75,5,810
26567,100,5,815
26577,100,5,815
26587,100,5,815
26597,100,5,815
26608,100,5,815
26618,100,5,815
26630,100,5,815
26640,100,5,815
26653,100,5,815
26664,100,5,815
26675,100,5,815
26685,100,5,815
26695,100,5,815
26706,100,5,815
26716,100,5,815
26726,100,5,815
26736,100,5,815
26747,100,5,815
26757,100,5,815
26767,80,8,820
26777,80,8,820
26788,80,8,820
26798,80,8,820
26809,80,8,820
26819,80,8,820
26829,80,8,820
26839,80,8,820
26850,80,8,820
26860,80,8,820
26870,80,8,820
26880,80,8,820
26890,80,8,820
26901,80,8,820
26911,80,8,820
26921,80,8,820
26932,80,8,820
26942,80,8,820
26952,80,8,820
26963,70,7,825
26973,95,7,828
26983,95,7,828
26994,95,7,828
27004,95,7,828
27014,95,7,828
27025,95,7,828
27035,95,7,828
27046,95,7,828
27056,95,7,828
27066,95,7,828
27076,95,7,828
27086,95,7,828
27096,95,7,828
27107,95,7,828
27117,95,7,828
27127,95,7,828
27137,95,7,828
27147,95,7,828
27158,95,7,828
27168,80,8,835
27178,80,8,835
27188,80,8,835
27198,80,8,835
27208,80,8,835
27219,80,8,835
27229,80,8,835
27239,80,8,835
27249,80,8,835
27259,80,8,835
27270,80,8,835
27280,80,8,835
27290,80,8,835
27300,80,8,835
27310,80,8,835
27320,80,8,835
27331,80,8,835
27341,80,8,835
27351,80,8,835
27362,80,8,837
27372,80,8,843
27382,80,8,843
27392,80,8,843
27402,80,8,843
27412,80,8,843
27423,80,8,843
27433,80,8,843
27443,80,8,843
27454,80,8,843
27464,80,8,843
27474,80,8,843
27484,80,8,843
27495,80,8,843
27505,80,8,843
27515,80,8,843
27526,80,8,843
27536,80,8,843
27546,80,8,843
27556,80,8,843
27567,80,8,849
27577,95,7,851
27587,95,7,851
27597,95,7,851
27607,95,7,851
27618,95,7,851
27628,95,7,851
27638,95,7,851
27648,95,7,851
27659,95,7,851
27669,95,7,851
27679,95,7,851
27689,95,7,851
27700,95,7,851
27710,95,7,851
27720,95,7,851
27730,95,7,851
27741,95,7,851
27751,95,7,851
27761,95,7,852
27772,80,8,858
27782,80,8,858
27792,80,8,858
27802,80,8,858
27813,80,8,858
27823,80,8,858
27833,80,8,858
27843,80,8,858
27854,80,8,858
27864,80,8,858
27874,80,8,858
27884,80,8,858
27894,80,8,858
27905,80,8,858
27915,80,8,858
27925,80,8,858
27935,80,8,858
27945,80,8,858
27955,80,8,858
27966,85,6,863
27976,90,4,866
27986,90,4,866
27997,90,4,866
28007,90,4,866
28017,90,4,866
28028,90,4,866
28038,90,4,866
28048,90,4,866
28058,90,4,866
28068,90,4,866
28079,90,4,866
28089,90,4,866
28099,90,4,866
28109,90,4,866
28120,90,4,866
28130,90,4,866
28140,90,4,866
28150,90,4,866
28161,90,4,866
28171,75,5,870
28181,75,5,870
28191,75,5,870
28202,75,5,870
28212,75,5,870
28222,75,5,870
28233,75,5,870
28243,75,5,870
28253,75,5,870
28263,75,5,870
28274,75,5,870
28284,75,5,870
28294,75,5,870
28304,75,5,870
28315,75,5,870
28325,75,5,870
28335,75,5,870
28345,75,5,870
28355,75,5,870
28365,75,5,872
28376,100,5,875
28386,100,5,875
28396,100,5,875
28406,100,5,875
28416,100,5,875
28426,100,5,875
28437,100,5,875
28447,100,5,875
28457,100,5,875
28467,100,5,875
28478,100,5,875
28488,100,5,875
28498,100,5,875
28508,100,5,875
28519,100,5,875
28529,100,5,875
28539,100,5,875
28550,100,5,875
28560,100,5,875
28570,75,5,880
28580,75,5,880
28590,75,5,880
28601,75,5,880
28611,75,5,880
28621,75,5,880
28632,75,5,880
28642,75,5,880
28652,75,5,880
28663,75,5,880
28673,75,5,880
28685,75,5,880
28696,75,5,880
28707,75,5,880
28718,75,5,880
28728,75,5,880
28738,75,5,880
28748,75,5,880
28759,75,5,880
28769,90,4,884
28779,100,5,885
28789,100,5,885
28799,100,5,885
28810,100,5,885
28820,100,5,885
28830,100,5,885
28840,100,5,885
28851,100,5,885
28861,100,5,885
28871,100,5,885
28881,100,5,885
28892,100,5,885
28902,100,5,885
28912,100,5,885
28923,100,5,885
28933,100,5,885
28943,100,5,885
28953,100,5,885
28963,100,5,885
28974,90,4,890
28985,100,5,890
28995,100,5,890
29005,100,5,890
29015,100,5,890
29026,100,5,890
29036,100,5,890
29046,100,5,890
29056,100,5,890
29067,100,5,890
29077,100,5,890
29087,100,5,890
29097,100,5,890
29108,100,5,890
29118,100,5,890
29128,100,5,890
29138,100,5,890
29149,100,5,890
29159,100,5,890
29169,85,6,891
29179,85,6,895
29190,85,6,895
29200,85,6,895
29210,85,6,895
29220,85,6,895
29231,85,6,895
29241,85,6,895
29251,85,6,895
29261,85,6,895
29271,85,6,895
29282,85,6,895
29292,85,6,895
29302,85,6,895
29312,85,6,895
29323,85,6,895
29333,85,6,895
29343,85,6,895
29353,85,6,895
29364,85,6,895
29374,100,5,899
29384,100,5,901
29394,100,5,901
29405,100,5,901
29415,100,5,901
29426,100,5,901
29436,100,5,901
29446,100,5,901
29456,100,5,901
29466,100,5,901
29477,100,5,901
29487,100,5,901
29497,100,5,901
29507,100,5,901
29517,100,5,901
29528,100,5,901
29538,100,5,901
29548,100,5,901
29559,100,5,901
29569,100,5,901
29579,100,5,906
29590,100,5,906
29600,100,5,906
29610,100,5,906
29621,100,5,906
29631,100,5,906
29641,100,5,906
29651,100,5,906
29662,100,5,906
29672,100,5,906
29682,100,5,906
29693,100,5,906
29703,100,5,906
29713,100,5,906
29723,100,5,906
29734,100,5,906
29744,100,5,906
29755,100,5,906
29765,100,5,906
29775,80,3,909
29785,70,2,911
29795,70,2,911
29806,70,2,911
29816,70,2,911
29826,70,2,911
29837,70,2,911
29847,70,2,911
29857,70,2,911
29867,70,2,911
29877,70,2,911
29888,70,2,911
29898,70,2,911
29908,70,2,911
29919,70,2,911
29929,70,2,911
29939,70,2,911
29949,70,2,911
29959,70,2,911
29969,70,2,911
29980,75,5,913
29990,95,7,913
30000,95,7,913
30010,95,7,913
30021,95,7,913
30031,95,7,913
30041,95,7,913
30051,95,7,913
30062,95,7,913
30072,95,7,913
30082,95,7,913
30092,95,7,913
30102,95,7,913
30113,95,7,913
30123,95,7,913
30133,95,7,913
30144,95,7,913
30154,95,7,913
30164,95,7,913
30174,95,7,913
30185,95,7,920
30195,95,7,920
30205,95,7,920
30216,95,7,920
30226,95,7,920
30236,95,7,920
30246,95,7,920
30257,95,7,920
30267,95,7,920
30277,95,7,920
30288,95,7,920
30298,95,7,920
30308,95,7,920
30318,95,7,920
30329,95,7,920
30339,95,7,920
30349,95,7,920
30359,95,7,920
30370,95,7,920
30380,60,6,925
30390,70,7,927
30400,70,7,927
30411,70,7,927
30421,70,7,927
30431,70,7,927
30441,70,7,927
30451,70,7,927
30462,70,7,927
30472,70,7,927
30482,70,7,927
30493,70,7,927
30503,70,7,927
30513,70,7,927
30523,70,7,927
30534,70,7,927
30544,70,7,927
30554,70,7,927
30564,70,7,927
30575,70,7,927
30585,90,4,934
30595,90,4,934
30605,90,4,934
30615,90,4,934
30625,90,4,934
30636,90,4,934
30646,90,4,934
30657,90,4,934
30667,90,4,934
30677,90,4,934
30687,90,4,934
30697,90,4,934
30708,90,4,934
30719,90,4,934
30731,90,4,934
30741,90,4,934
30751,90,4,934
30761,90,4,934
30773,90,4,934
30783,100,5,938
30794,100,5,938
30804,100,5,938
30814,100,5,938
30825,100,5,938
30835,100,5,938
30845,100,5,938
30855,100,5,938
30866,100,5,938
30876,100,5,938
30886,100,5,938
30896,100,5,938
30906,100,5,938
30916,100,5,938
30927,100,5,938
30937,100,5,938
30947,100,5,938
30958,100,5,938
30968,100,5,938
30978,90,4,940
30989,100,5,943
31000,100,5,943
31010,100,5,943
31022,100,5,943
31032,100,5,943
31043,100,5,943
31053,100,5,943
31063,100,5,943
31074,100,5,943
31084,100,5,943
31095,100,5,943
31105,100,5,943
31115,100,5,943
31125,100,5,943
31135,100,5,943
31146,100,5,943
31156,100,5,943
31166,100,5,943
31177,100,5,943
31187,95,7,948
31197,95,7,948
31207,95,7,948
31217,95,7,948
31228,95,7,948
31238,95,7,948
31248,95,7,948
31258,95,7,948
31268,95,7,948
31278,95,7,948
31289,95,7,948
31299,95,7,948
31309,95,7,948
31319,95,7,948
31330,95,7,948
31340,95,7,948
31350,95,7,948
31360,95,7,948
31370,95,7,948
31380,65,4,951
31391,75,5,955
31401,75,5,955
31411,75,5,955
31421,75,5,955
31431,75,5,955
31441,75,5,955
31452,75,5,955
31462,75,5,955
31472,75,5,955
31482,75,5,955
31493,75,5,955
31503,75,5,955
31513,75,5,955
31524,75,5,955
31534,75,5,955
31544,75,5,955
31555,75,5,955
31565,75,5,955
31575,75,5,955
31586,80,3,960
31596,80,3,960
31606,80,3,960
31616,80,3,960
31626,80,3,960
31637,80,3,960
31647,80,3,960
31657,80,3,960
31667,80,3,960
31678,80,3,960
31688,80,3,960
31698,80,3,960
31708,80,3,960
31718,80,3,960
31728,80,3,960
31739,80,3,960
31749,80,3,960
31759,80,3,960
31769,80,3,960
31780,80,3,960
31790,95,7,963
31800,95,7,963
31812,95,7,963
31822,95,7,963
31832,95,7,963
31843,95,7,963
31853,95,7,963
31863,95,7,963
31873,95,7,963
31884,95,7,963
31894,95,7,963
31904,95,7,963
31915,95,7,963
31925,95,7,963
31935,95,7,963
31945,95,7,963
31955,95,7,963
31966,95,7,963
31976,95,7,963
31987,95,7,967
31997,85,6,970
32007,85,6,970
32018,85,6,970
32028,85,6,970
32039,85,6,970
32049,85,6,970
32060,85,6,970
32070,85,6,970
32080,85,6,970
32090,85,6,970
32100,85,6,970
32111,85,6,970
32121,85,6,970
32131,85,6,970
32142,85,6,970
32152,85,6,970
32162,85,6,970
32173,85,6,970
32183,85,6,970
32193,100,5,976
32204,100,5,976
32214,100,5,976
32224,100,5,976
32234,100,5,976
32245,100,5,976
32256,100,5,976
32266,100,5,976
32277,100,5,976
32287,100,5,976
32297,100,5,976
32308,100,5,976
32319,100,5,976
32329,100,5,976
32340,100,5,976
32350,100,5,976
32361,100,5,976
32372,100,5,976
32383,100,5,976
32393,70,7,981
32403,80,8,981
32413,80,8,981
32423,80,8,981
32433,80,8,981
32444,80,8,981
32454,80,8,981
32464,80,8,981
32475,80,8,981
32485,80,8,981
32495,80,8,981
32506,80,8,981
32516,80,8,981
32526,80,8,981
32537,80,8,981
32547,80,8,981
32557,80,8,981
32568,80,8,981
32578,80,8,981
32589,70,7,984
32599,75,5,989
32609,75,5,989
32620,75,5,989
32630,75,5,989
32640,75,5,989
32650,75,5,989
32660,75,5,989
32671,75,5,989
32681,75,5,989
32691,75,5,989
32701,75,5,989
32712,75,5,989
32722,75,5,989
32732,75,5,989
32742,75,5,989
32753,75,5,989
32763,75,5,989
32773,75,5,989
32785,75,5,989
32795,100,5,994
32805,100,5,994
32818,100,5,994
32828,100,5,994
32838,100,5,994
32848,100,5,994
32859,100,5,994
32869,100,5,994
32880,100,5,994
32890,100,5,994
32901,100,5,994
32911,100,5,994
32921,100,5,994
32932,100,5,994
32942,100,5,994
32952,100,5,994
32963,100,5,994
32973,100,5,994
32983,100,5,994
32993,45,2,998
33003,10,1,999
33014,10,1,999
33024,10,1,999
33034,10,1,999
33044,10,1,999
33055,10,1,999
33065,10,1,999
33075,10,1,999
33085,10,1,999
33095,10,1,999
33106,10,1,999
33116,10,1,999
33126,10,1,999
33136,10,1,999
33147,10,1,999
33157,10,1,999
33167,10,1,999
33177,10,1,999
33188,10,1,999
33198,0,0,1000
